funded_amnt,int_rate,installment,emp_length,annual_inc,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,home_ownership_ANY,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,loan_status_binary,verification_status_encoded
20000,9.76,643.1,2,98000,18.89,0,660,664,1,7,1,5555,23,0,1,0,0,1,1
24000,9.76,507.1,2,130000,17.61,0,705,709,0,15,0,45250,44,0,1,0,0,1,-1
9000,8.38,283.61,6,57000,3.79,0,675,679,1,4,1,5884,16,0,0,0,1,1,1
20800,9.76,439.49,10.5,116000,10.63,0,750,754,0,8,0,7676,27,0,1,0,0,1,1
16000,11.99,355.84,6,61810,28.66,0,710,714,0,10,1,6250,16,0,1,0,0,1,0
18000,16.55,443.01,8,42000,30.11,0,700,704,2,10,0,20131,18,0,0,0,1,1,0
12000,10.64,390.83,4,60500,24.82,0,660,664,1,11,0,12275,26,0,0,0,1,1,1
8500,13.18,287.14,0.5,56400,25.32,2,665,669,0,10,1,2049,31,0,0,1,0,1,0
14400,9.17,459.06,0.5,40000,22.95,0,670,674,0,18,0,17064,23,0,0,0,1,1,0
17000,7.26,526.94,5,160000,11.65,1,715,719,0,15,0,15652,33,0,1,0,0,0,-1
20000,15.41,480.12,10.5,55000,37.7,1,685,689,0,22,0,6772,37,0,0,0,1,0,1
25000,10.64,539.09,3,65000,30.35,0,705,709,0,13,0,39639,26,0,1,0,0,1,0
24000,14.48,564.43,10.5,50000,17.86,0,710,714,0,10,1,9064,20,0,1,0,0,1,0
2500,13.67,85.05,10.5,48000,15.08,1,675,679,2,9,1,7206,23,0,0,1,0,1,1
21000,6.24,641.15,3,95000,12.8,0,690,694,0,5,0,30704,18,0,1,0,0,0,1
14000,7.89,438,10.5,120000,26.12,0,755,759,1,14,0,45862,30,0,1,0,0,1,1
30000,17.86,759.52,2,80000,16.37,0,715,719,1,6,0,11998,11,0,1,0,0,1,0
24000,13.67,554.35,10.5,85000,24.3,0,675,679,0,18,0,46888,31,0,1,0,0,1,1
10000,5.32,301.15,10.5,165000,0.87,0,835,839,0,8,0,3596,12,0,1,0,0,1,1
7700,13.67,261.94,10.5,88000,33.78,3,690,694,1,8,0,29109,51,0,0,1,0,1,0
12350,9.17,393.71,3,43000,25.34,0,710,714,0,12,0,9695,14,0,1,0,0,1,0
6475,11.99,215.04,10.5,100000,26.39,0,700,704,1,19,0,24679,28,0,1,0,0,1,-1
10000,13.18,228.46,10.5,150000,3.5,0,680,684,3,14,2,11330,17,0,0,0,1,1,-1
28000,7.26,867.9,3,250000,14.33,0,755,759,0,14,0,25573,22,0,0,1,0,1,1
23925,13.67,813.88,10.5,65000,21.31,0,710,714,0,10,0,12851,22,0,1,0,0,1,1
10500,7.89,328.5,3,50000,6.63,0,665,669,0,5,0,4257,6,0,1,0,0,1,1
10000,6.89,308.27,4,88000,9.3,0,695,699,0,6,0,10070,18,0,0,0,1,1,1
8000,6.24,244.25,0.5,35000,14.4,0,725,729,0,23,0,8679,24,0,0,1,0,1,-1
26700,7.89,835.33,10.5,225000,11.79,1,720,724,1,15,2,47422,30,0,1,0,0,1,0
33850,11.99,752.81,2,110000,25,0,720,724,0,12,0,28594,17,0,0,0,1,1,0
5450,10.64,177.5,8,83500,16.7,0,695,699,0,13,0,6549,21,0,1,0,0,1,1
12000,11.99,398.52,10.5,67000,29.79,0,660,664,0,12,0,18058,57,0,1,0,0,1,1
5000,13.67,170.09,10.5,61330,10.72,0,680,684,1,6,1,2714,13,0,1,0,0,1,1
4500,13.67,153.08,1,28000,20.53,0,675,679,5,9,0,1079,34,0,1,0,0,1,-1
20000,8.38,630.24,1,176000,14.22,1,665,669,0,16,0,34251,40,0,1,0,0,1,1
7000,13.18,236.47,2,38000,32.22,0,665,669,0,14,1,3984,36,0,0,0,1,0,1
30000,11.99,996.29,3,70000,25.36,0,720,724,0,13,0,26166,16,0,0,0,1,1,1
30000,11.99,996.29,10.5,180000,7.73,0,705,709,0,11,0,7730,36,0,1,0,0,1,1
17350,18.99,449.98,5,100000,4.14,0,765,769,2,6,0,1654,11,0,0,0,1,0,-1
18500,5.32,557.13,10.5,81000,9.15,0,725,729,0,9,0,18671,17,0,1,0,0,1,1
15000,13.67,346.47,0.5,66050,22.98,0,665,669,0,7,0,14542,22,0,0,0,1,1,1
32000,12.59,721.4,10.5,76000,13.22,0,720,724,0,11,0,27985,18,0,1,0,0,1,1
5400,19.99,200.66,10.5,44000,27.22,0,675,679,2,6,0,2864,8,0,0,0,1,1,0
21000,13.67,485.05,8,60000,10.39,1,680,684,1,10,0,21624,15,0,1,0,0,0,1
7000,7.26,216.98,10.5,40000,30.36,0,705,709,0,18,0,5884,22,0,1,0,0,1,-1
2000,8.38,63.03,1,25000,13.83,0,685,689,1,9,0,10281,19,0,0,0,1,1,-1
5000,11.22,164.22,0.5,30000,14.6,0,720,724,2,6,0,4699,15,0,0,0,1,0,0
4000,10.64,130.28,1,17000,9.39,0,720,724,0,4,0,4685,5,0,0,0,1,0,1
8000,7.89,250.29,10.5,50000,27.68,0,700,704,0,11,0,28272,21,0,0,0,1,1,1
9600,18.99,351.85,0.5,38000,26.69,0,680,684,0,8,0,8382,12,0,1,0,0,0,0
15000,18.49,384.92,5,45000,32.71,0,660,664,1,12,0,11110,18,0,0,0,1,1,0
15000,13.67,346.47,1,50000,14.79,0,675,679,2,9,0,12106,27,0,1,0,0,0,1
8000,12.59,267.98,1,215000,17.2,4,710,714,2,36,1,14864,90,0,0,1,0,1,0
13600,18.49,348.99,0.5,34000,10.48,0,680,684,1,4,0,11103,4,0,0,0,1,1,0
9000,5.32,271.04,5,82000,11.77,0,820,824,0,16,0,4961,33,0,1,0,0,1,-1
10000,13.67,230.98,8,62000,16.88,0,690,694,1,9,0,10671,19,0,1,0,0,1,1
10000,8.38,315.12,8,59000,35.44,0,700,704,0,12,0,7611,43,0,1,0,0,1,-1
14000,11.99,464.94,2,40000,32.76,3,675,679,0,14,0,15587,22,0,0,0,1,1,1
14150,18.99,366.99,4,45000,26.85,0,700,704,0,5,0,22408,19,0,0,0,1,1,1
10000,8.38,315.12,10.5,50000,10.73,1,670,674,0,15,0,11338,32,0,1,0,0,1,0
16000,17.86,405.08,2,55000,22.06,0,695,699,0,10,0,5986,21,0,0,0,1,0,-1
11825,25.99,476.38,6,37000,18.26,0,665,669,2,10,1,5150,28,0,0,0,1,1,0
7000,9.17,223.16,10.5,40000,17.1,0,680,684,1,13,0,5870,21,0,0,0,1,1,1
15600,13.18,356.39,9,45050,14.17,0,685,689,0,10,0,11926,21,0,0,0,1,1,0
20000,11.22,437.05,9,260000,9.02,0,675,679,0,10,0,13704,22,0,1,0,0,1,0
18000,7.26,557.94,10.5,86000,29.42,0,700,704,0,18,0,26285,38,0,1,0,0,1,1
14000,11.99,464.94,10.5,96000,15.5,3,665,669,0,8,0,11901,16,0,0,0,1,1,-1
15000,5.32,451.73,4,65000,11.28,0,775,779,0,8,0,8327,23,0,1,0,0,1,1
20000,11.99,444.79,10.5,36000,19.41,2,695,699,0,11,0,12884,26,0,1,0,0,1,0
20000,13.18,456.91,2,55000,25.93,0,675,679,1,22,0,25586,35,0,0,0,1,0,1
30000,17.86,1082.47,10.5,70000,28.53,0,665,669,2,15,1,12584,29,0,1,0,0,1,1
14000,11.99,464.94,2,36000,27.43,0,680,684,0,9,0,17172,17,0,0,0,1,1,0
10000,12.59,334.97,7,47430,27.58,1,670,674,1,9,0,6317,20,0,0,1,0,0,1
25600,5.32,770.94,10.5,70000,13.85,0,770,774,0,13,0,20835,19,0,1,0,0,1,-1
7000,7.26,216.98,8,75000,18.4,0,715,719,0,8,2,11333,24,0,1,0,0,1,-1
10000,7.26,309.97,10.5,200000,19.39,4,700,704,0,8,0,28612,18,0,0,0,1,0,1
7000,11.99,232.47,10.5,120000,10.24,0,740,744,0,6,0,201006,10,0,1,0,0,1,1
24000,8.38,756.29,5,110000,22.97,2,675,679,0,22,0,93736,49,0,1,0,0,0,-1
12600,18.99,461.81,0.5,42000,30.63,0,705,709,0,18,0,10708,23,0,0,0,1,1,1
10000,10.64,325.69,10.5,55000,21.91,0,670,674,0,10,1,6098,19,0,1,0,0,0,0
1000,13.18,33.79,0.5,51640,22.36,0,675,679,1,17,0,13699,35,0,0,0,1,1,0
4200,13.67,142.88,0.5,45000,19.71,0,660,664,1,8,1,1424,19,0,1,0,0,1,1
32000,13.18,1080.99,10.5,140000,17.22,0,680,684,0,13,0,33429,31,0,1,0,0,0,1
16000,8.38,327.34,9,52500,25.37,0,765,769,0,13,0,15999,34,0,1,0,0,1,-1
30000,16.55,1062.88,4,100000,17.85,0,700,704,1,8,0,22791,9,0,1,0,0,1,0
19200,7.89,388.3,10.5,88400,0.71,0,795,799,1,6,0,1596,31,0,1,0,0,1,0
4000,13.18,135.13,1,19000,7.39,0,660,664,0,3,0,3139,5,0,0,0,1,1,1
3000,9.17,95.64,0.5,85000,11.91,1,675,679,0,7,0,559,14,0,1,0,0,0,1
20000,13.67,680.36,0.5,60000,10.08,0,705,709,1,23,0,7093,36,0,0,0,1,0,0
16000,15.41,557.87,7,70000,12.53,0,670,674,3,8,3,5921,11,0,0,0,1,1,0
15000,5.32,451.73,10.5,73000,27.88,0,715,719,0,11,0,20079,21,0,1,0,0,1,-1
4525,18.49,164.71,3,49000,0.86,0,725,729,3,17,0,141,21,0,0,0,1,0,1
9800,7.89,306.6,1,43000,12.22,0,675,679,0,7,1,7548,18,0,0,0,1,1,1
14000,11.22,459.81,8,110000,19.64,0,665,669,0,5,0,5259,12,0,1,0,0,0,0
35000,13.67,1190.62,10.5,132000,5.43,0,720,724,0,10,1,5493,18,0,1,0,0,1,0
7500,11.99,249.08,3,32000,21.46,0,660,664,0,7,0,5094,22,0,0,0,1,1,1
4200,6.24,128.23,1,50000,22.66,0,745,749,1,13,1,4603,32,0,0,0,1,1,-1
18000,23.99,517.72,1,50000,26.84,1,680,684,0,12,0,8355,43,0,0,0,1,0,0
12000,13.18,274.15,0.5,90000,31.33,0,720,724,1,32,0,39352,57,0,1,0,0,0,0
28000,15.41,976.27,10.5,128000,10.84,0,670,674,1,6,2,6637,24,0,1,0,0,1,1
16150,16.99,401.29,2,50000,24.56,0,700,704,3,15,0,38972,26,0,0,0,1,1,-1
12000,10.64,390.83,10.5,150000,6.06,0,660,664,0,4,1,9784,19,0,0,0,1,1,1
11000,14.48,258.7,4,50000,32.6,0,720,724,0,11,0,6264,14,0,1,0,0,1,0
8800,10.64,286.61,10.5,45000,11.81,0,680,684,0,11,0,7659,20,0,0,0,1,1,1
10000,8.38,315.12,10.5,95000,13.91,4,675,679,1,10,0,4562,30,0,1,0,0,1,0
35000,18.2,892.59,0.5,106000,34.12,0,690,694,2,21,0,21727,53,0,1,0,0,1,1
15000,9.76,482.32,10.5,81000,14.58,0,675,679,1,8,1,22820,16,0,1,0,0,1,1
8000,10.64,260.55,10.5,50000,27.87,0,670,674,0,16,1,18264,34,0,1,0,0,1,0
6000,8.38,189.08,2,25000,17.67,0,665,669,0,5,0,2888,5,0,0,0,1,1,1
5000,8.38,157.56,9,67000,18.32,0,725,729,0,21,0,4543,25,0,1,0,0,1,0
17475,13.18,590.32,5,38000,15.98,0,705,709,0,5,0,4315,34,0,0,0,1,1,1
35000,13.18,799.59,4,127000,28.17,0,725,729,1,13,0,40156,34,0,1,0,0,1,0
6275,9.76,201.78,9,42000,13.75,0,720,724,0,6,0,11761,11,0,1,0,0,1,1
18000,11.22,393.35,5,60000,31.72,0,700,704,1,17,0,30665,35,0,1,0,0,1,-1
21000,10.64,452.83,2,185000,14.01,1,700,704,0,14,0,39008,32,0,1,0,0,1,-1
16000,12.59,535.95,2,82000,18.48,0,685,689,4,15,3,13087,33,0,0,0,1,0,1
20000,5.32,602.3,10.5,95000,16.46,0,730,734,0,16,0,22955,33,0,0,1,0,1,-1
35000,17.57,880.61,5,108000,31.84,0,685,689,2,19,0,32395,56,0,0,1,0,1,1
20000,9.17,416.82,10.5,48000,17.58,1,690,694,0,10,0,19415,19,0,1,0,0,1,-1
7250,16.99,258.45,3,70000,4.63,0,700,704,0,7,0,5341,14,0,0,0,1,1,0
15000,11.22,327.79,1,90000,13.13,1,690,694,1,19,0,13889,51,0,1,0,0,1,-1
20550,15.41,493.32,4,57000,31.92,0,690,694,1,13,0,16909,48,0,1,0,0,1,-1
15000,9.76,482.32,0.5,60000,29.94,0,675,679,2,13,1,13730,31,0,0,0,1,1,-1
10000,9.76,321.55,6,25000,25.16,0,700,704,0,14,0,12226,17,0,0,1,0,1,0
22125,16.99,549.75,9,68000,37.31,0,690,694,2,19,1,12258,26,0,0,0,1,1,1
30000,13.67,692.93,9,100000,17.05,0,725,729,0,11,0,11137,29,0,1,0,0,1,0
25000,15.41,600.15,10.5,115000,33.39,0,685,689,1,17,0,44811,44,0,1,0,0,0,0
15000,20.99,405.72,10.5,56000,14.72,0,675,679,1,16,1,4910,33,0,0,1,0,1,0
2800,13.67,95.25,1,65000,18.83,0,690,694,1,12,1,4606,15,0,0,0,1,1,0
24000,9.76,507.1,9,80000,27,0,710,714,0,9,0,41554,18,0,0,1,0,1,1
21000,9.76,675.25,3,103000,15.76,0,660,664,0,21,0,19450,45,0,0,1,0,1,-1
21575,21.99,823.85,0.5,53994.2,19.49,0,670,674,4,14,0,18663,28,0,0,0,1,1,0
25000,13.67,577.44,3,85000,12.87,0,720,724,2,29,1,10722,56,0,0,0,1,1,0
5500,7.26,170.48,4,180000,23.88,0,725,729,0,13,0,22348,26,0,1,0,0,1,-1
7000,12.59,234.48,10.5,75000,33.41,0,685,689,1,12,0,11941,23,0,0,0,1,1,0
28800,18.99,1055.55,6,80000,21.33,2,675,679,0,8,0,4569,18,0,1,0,0,1,0
23800,11.99,529.3,7,70000,6.84,0,705,709,1,6,0,15158,13,0,1,0,0,1,-1
17850,21.99,492.9,10.5,49584,32.55,1,665,669,1,18,0,19892,35,0,1,0,0,0,1
18000,16.55,637.73,6,110000,13.54,0,660,664,1,14,1,11705,36,0,1,0,0,1,0
24000,7.26,743.91,10.5,150000,22.64,0,695,699,1,22,0,39526,40,0,1,0,0,1,1
24000,9.76,771.72,10.5,120000,31.28,0,735,739,0,17,0,26492,44,0,0,0,1,1,0
23200,8.38,474.65,0.5,67500,23.79,0,710,714,0,7,0,25239,11,0,1,0,0,1,-1
15000,13.67,346.47,10.5,58000,8.69,3,660,664,0,6,0,11361,14,0,1,0,0,1,1
19200,20.99,519.32,3,48000,27.55,0,695,699,0,11,0,26055,35,0,1,0,0,0,0
12000,21.99,331.36,2,80000,12.27,1,660,664,0,7,0,7605,12,0,0,0,1,1,1
17000,9.17,541.95,10.5,110000,18.48,2,665,669,0,20,0,10772,47,0,1,0,0,1,1
5600,12.59,187.59,10.5,50000,16.54,0,660,664,1,9,1,4642,18,0,1,0,0,1,1
11500,13.18,388.48,10.5,38700,21.36,0,665,669,0,13,0,11341,16,0,0,0,1,1,0
9000,13.67,306.16,8,80000,12.67,4,660,664,4,23,0,14196,55,0,1,0,0,1,0
16000,13.67,369.57,7,93000,17.06,0,715,719,0,9,0,15622,12,0,0,0,1,1,1
18000,10.64,586.24,8,55000,32.03,0,670,674,2,12,3,13539,26,0,1,0,0,1,-1
4000,18.2,145.02,10.5,36500,17.26,0,705,709,0,3,0,0,15,0,0,0,1,1,1
35000,10.64,754.72,0.5,71500,13.53,0,735,739,0,7,0,32149,15,0,0,1,0,1,1
20000,13.18,456.91,1,50000,28.16,0,690,694,1,14,0,18491,26,0,1,0,0,1,1
21000,6.24,641.15,3,122000,27.65,0,740,744,0,21,0,20121,52,0,0,0,1,1,-1
15000,20.99,405.72,0.5,60000,9.58,0,660,664,1,13,0,13910,28,0,0,0,1,1,0
10000,12.59,334.97,4,45000,20.14,0,690,694,1,12,0,3576,16,0,0,0,1,1,1
8300,12.59,278.03,2,33000,32.04,0,685,689,0,6,0,4309,7,0,0,0,1,0,0
21750,9.76,699.37,10.5,91456,18,0,665,669,0,18,0,34877,27,0,0,0,1,1,1
5000,6.24,152.66,10.5,41000,8.42,0,750,754,0,8,0,4706,8,0,0,0,1,1,1
18000,10.64,586.24,5,105000,25.72,0,690,694,0,21,0,47972,55,0,0,0,1,1,0
15000,12.59,338.16,10.5,30000,3.96,0,750,754,0,6,0,3550,10,0,0,0,1,-1,-1
15000,8.38,472.68,2,75000,4,0,685,689,0,5,0,12679,10,0,0,0,1,1,1
20000,7.89,625.72,10.5,75000,13.68,2,695,699,1,8,0,3427,33,0,1,0,0,1,1
15000,8.38,306.89,2,62000,18.88,0,695,699,0,9,0,17906,32,0,0,1,0,1,-1
8500,10.64,276.84,6,148000,5.81,1,660,664,1,9,10,17639,16,0,1,0,0,0,1
11000,5.32,331.27,1,58000,16.18,0,710,714,0,8,0,14047,22,0,1,0,0,1,-1
28000,13.67,646.74,2,125000,26.06,0,765,769,1,14,0,39847,36,0,1,0,0,0,-1
6000,12.59,200.99,2,52000,12.97,0,670,674,1,11,1,1527,16,0,0,0,1,1,1
35000,16.99,1247.68,6,250000,13.9,0,715,719,0,9,0,35871,29,0,1,0,0,0,0
14000,11.22,459.81,10.5,33280,11.72,0,705,709,0,6,0,11916,6,0,1,0,0,1,0
7500,6.24,228.99,10.5,40000,15.12,0,720,724,0,13,0,7321,29,0,1,0,0,1,-1
15275,18.49,391.97,8,72000,13.37,0,665,669,0,18,0,10046,23,0,0,0,1,1,1
7800,6.89,240.45,2,67600,21.89,0,720,724,0,12,0,27558,26,0,1,0,0,1,-1
8000,10.64,260.55,4,42000,30.51,0,800,804,1,10,0,3058,21,0,0,0,1,0,1
13000,11.22,284.08,1,34650,34.81,0,750,754,0,16,0,6729,35,0,0,0,1,1,0
35000,13.67,1190.62,10.5,225000,3.9,0,700,704,1,7,0,21104,15,0,1,0,0,0,1
3600,11.22,118.24,10.5,51075,29.02,0,680,684,0,9,2,4965,32,0,1,0,0,1,1
8000,8.38,252.1,4,113000,19.6,1,675,679,0,10,0,18979,19,0,1,0,0,1,0
6000,11.99,199.26,6,30848.48,37,0,715,719,0,10,0,28776,17,0,0,1,0,1,1
30000,10.64,977.06,0.5,104000,11.75,3,665,669,0,11,0,21132,38,0,1,0,0,0,0
28000,11.22,919.61,2,65000,13.29,0,740,744,1,7,0,11434,15,0,1,0,0,1,1
20000,10.64,651.37,2,55200,19.73,0,670,674,1,10,0,25892,22,0,1,0,0,1,0
26400,15.41,920.48,8,78000,13.43,0,660,664,0,9,1,16723,39,0,1,0,0,1,-1
30000,13.67,692.93,2,115000,8.93,1,685,689,0,8,0,23144,19,0,0,0,1,1,0
16000,8.38,504.2,6,180000,29.59,0,680,684,1,25,0,55765,53,0,0,1,0,1,1
22200,18.2,804.82,1,75600,23.44,1,725,729,2,11,0,5274,24,0,1,0,0,0,-1
22000,13.18,743.18,1,50000,12.82,0,710,714,1,3,0,14898,10,0,0,0,1,1,0
28000,13.67,646.74,2,102400,14.36,7,690,694,1,14,0,1618,32,0,1,0,0,1,1
20000,18.2,510.05,0.5,27000,100.09,0,685,689,0,9,0,30379,16,0,0,0,1,1,1
12000,11.99,398.52,1,58000,11.24,0,690,694,1,7,0,5253,14,0,0,0,1,1,1
10000,14.48,344.12,5,55000,10.39,0,660,664,4,9,2,5149,14,0,0,0,1,0,1
8000,13.18,270.25,5,74000,18.54,0,685,689,2,11,0,7492,19,0,0,0,1,0,0
14000,13.18,319.84,10.5,65000,25.9,0,720,724,0,13,0,12237,20,0,0,1,0,1,1
16200,18.49,415.71,9,85000,3.92,0,675,679,1,8,0,6231,10,0,1,0,0,1,0
10000,8.38,315.12,2,210000,16.57,0,665,669,2,16,0,13663,39,0,1,0,0,1,1
15000,7.26,464.95,10.5,96000,12.05,0,705,709,0,12,0,9966,19,0,1,0,0,1,1
25000,8.38,511.47,5,72000,21.88,0,750,754,1,11,0,9491,29,0,1,0,0,1,-1
10000,6.89,308.27,2,120000,20.03,0,760,764,0,28,0,16999,41,0,0,0,1,1,0
35000,13.18,1182.33,7,90000,32.35,0,730,734,0,14,0,22180,34,0,0,0,1,-1,1
10000,8.38,315.12,10.5,75000,7.38,0,765,769,0,6,0,5361,10,0,0,0,1,1,1
12000,8.38,378.15,10.5,46000,11.49,0,670,674,0,11,0,8581,23,0,1,0,0,0,-1
30000,14.48,1032.34,3,416700,10.84,0,755,759,2,22,0,12508,61,0,1,0,0,0,0
18000,6.24,549.56,2,60000,14.02,0,725,729,0,11,0,18107,26,0,0,0,1,1,-1
5000,7.26,154.99,0.5,20000,27.73,0,715,719,0,13,0,8031,23,0,0,1,0,1,-1
21000,17.57,528.37,10.5,59595,24.89,0,670,674,3,22,1,4705,85,0,0,0,1,0,-1
12000,13.67,277.18,10.5,82000,21.34,2,675,679,0,9,0,11909,24,0,1,0,0,1,0
5000,7.89,156.43,1,62000,14.42,0,775,779,0,11,0,51,11,0,0,0,1,1,-1
24000,12.59,541.05,0.5,60000,11.26,0,675,679,0,10,0,23640,12,0,0,0,1,1,1
2500,12.59,83.75,6,12500,16.33,0,710,714,0,7,0,2264,10,0,0,0,1,1,1
7500,10.64,244.27,5,35000,25.93,0,725,729,0,6,0,6642,12,0,0,1,0,1,0
10000,16.55,354.3,5,34424,32.13,0,680,684,2,34,0,28516,50,0,0,1,0,1,1
14400,9.76,463.03,0.5,65000,7.33,0,675,679,0,7,1,5652,20,0,1,0,0,1,1
5450,10.64,177.5,10.5,74200,25.86,0,740,744,0,7,0,63108,16,0,1,0,0,1,0
18175,8.38,572.73,10.5,75000,26.05,1,765,769,0,10,0,5462,15,0,0,0,1,1,-1
6000,7.89,187.72,6,40000,28.56,0,715,719,0,8,0,4107,32,0,1,0,0,1,-1
11975,8.38,377.36,10.5,48000,31.44,0,835,839,0,38,0,13130,68,0,1,0,0,1,-1
7800,15.41,271.96,2,40000,8.49,0,670,674,1,6,0,10504,14,0,1,0,0,1,1
30000,13.18,685.36,2,100000,4.64,0,740,744,0,6,0,2436,29,0,0,0,1,0,1
10100,26.77,307.02,10.5,80000,14.34,0,705,709,0,10,0,16293,13,0,0,0,1,0,1
35000,9.76,1125.42,0.5,525000,6.35,0,720,724,1,8,0,52405,18,0,1,0,0,1,0
18000,9.76,578.79,3,58000,8.63,1,690,694,0,4,1,1625,22,0,1,0,0,1,1
15000,9.76,482.32,2,58000,18.55,0,710,714,0,11,0,18480,12,0,1,0,0,1,0
24000,11.99,797.03,10.5,130000,23.83,2,675,679,0,13,0,20990,43,0,1,0,0,1,-1
24000,16.99,596.34,10.5,100000,31.92,0,715,719,0,20,0,21570,27,0,0,1,0,0,0
35000,16.99,869.66,10.5,120000,33.22,1,705,709,1,58,0,35184,87,0,1,0,0,0,1
15000,13.67,346.47,8,54000,26.98,1,665,669,0,12,0,13846,22,0,0,0,1,1,1
2000,9.17,63.76,2,77272,9.21,1,730,734,1,13,0,8103,22,0,1,0,0,1,1
12000,6.24,366.37,0.5,51000,15.36,1,710,714,0,8,0,8159,17,0,0,0,1,1,-1
11525,7.26,357.24,10.5,85000,24.03,1,710,714,1,8,0,6797,12,0,1,0,0,1,1
28000,7.89,876,7,110000,23.84,0,700,704,2,14,0,34480,28,0,0,0,1,1,1
7000,11.22,229.91,7,55000,13.53,0,690,694,0,7,0,6881,10,0,0,0,1,1,1
15000,9.76,316.94,4,56000,8.53,0,685,689,0,7,1,3341,10,0,0,0,1,1,1
10000,6.89,308.27,5,55000,21.97,0,690,694,0,8,0,10232,19,0,1,0,0,1,1
5000,11.99,166.05,10.5,95000,20.98,0,670,674,3,12,0,10868,23,0,1,0,0,0,1
4800,13.67,163.29,3,40000,16.44,0,670,674,3,11,0,9778,33,0,0,0,1,1,1
15000,5.32,451.73,6,265000,14.25,0,740,744,1,11,0,40025,24,0,1,0,0,1,0
34800,15.41,835.4,10.5,160000,17.33,0,770,774,1,12,0,3308,25,0,1,0,0,1,1
9000,6.89,277.45,6,40000,14.85,0,710,714,1,19,0,1298,51,0,0,0,1,1,-1
10000,7.89,312.86,10.5,25000,18.91,0,755,759,0,5,0,3876,16,0,0,0,1,1,1
11200,13.67,258.7,2,75000,31.47,0,710,714,0,17,0,18695,26,0,0,1,0,0,1
18000,5.32,542.07,3,88000,27.68,0,715,719,1,15,0,72199,30,0,1,0,0,1,0
2500,12.59,83.75,4,95000,8.3,0,680,684,0,8,0,9842,11,0,1,0,0,1,1
16000,9.76,338.07,5,110000,22.49,0,685,689,0,18,0,11951,37,0,0,0,1,1,1
18325,24.99,537.76,7,55000,34.72,0,665,669,1,16,0,26769,54,0,1,0,0,0,0
6000,11.99,199.26,3,40000,12.72,0,680,684,2,7,1,3780,20,0,0,0,1,1,-1
35000,15.41,1220.33,9,88000,5.15,0,695,699,0,7,0,14183,18,0,0,0,1,1,1
15000,10.64,488.53,9,77500,20.66,0,690,694,2,13,0,23364,28,0,0,0,1,1,1
15000,14.48,352.77,10.5,53000,36.41,0,670,674,0,9,1,7198,54,0,0,0,1,1,1
12000,9.76,385.86,10.5,76000,8.73,0,680,684,0,6,0,8430,12,0,1,0,0,1,1
25000,5.32,752.87,1,70000,13.8,0,720,724,0,16,0,21338,25,0,0,0,1,1,-1
4000,14.48,137.65,0.5,40000,24.87,0,660,664,3,8,0,1424,18,0,0,0,1,0,0
32000,13.67,739.13,10.5,160000,8.18,0,670,674,0,7,1,8820,17,0,0,0,1,1,1
14400,7.26,446.35,10.5,100000,11.9,0,715,719,0,8,0,30011,16,0,1,0,0,1,1
15000,12.59,502.46,10.5,153500,12.25,0,730,734,1,12,0,18109,38,0,1,0,0,1,1
4850,9.17,154.62,10.5,90000,32.61,1,680,684,0,20,0,43171,26,0,1,0,0,1,1
4000,13.18,135.13,7,52000,7.94,0,700,704,0,5,0,5737,17,0,1,0,0,1,1
3000,16.55,106.29,5,56000,16.63,4,665,669,0,9,0,2004,17,0,1,0,0,1,-1
1000,13.18,33.79,9,38000,38.5,0,675,679,0,7,0,12049,28,0,1,0,0,1,0
1500,13.18,50.68,6,66000,18.4,1,665,669,1,11,0,16669,22,0,1,0,0,1,1
25200,12.59,568.11,10.5,80000,10.58,4,670,674,0,17,0,15038,35,0,1,0,0,1,1
9000,12.59,301.48,10.5,120000,15.12,2,700,704,0,10,0,4087,18,0,0,1,0,1,1
6000,9.17,191.28,3,60000,22.82,3,660,664,1,9,1,3251,30,0,0,0,1,1,-1
15000,6.89,462.41,10.5,94000,20.56,0,760,764,1,7,0,25389,17,0,1,0,0,1,1
10000,7.89,312.86,1,100000,16.48,0,705,709,1,12,0,17396,23,0,1,0,0,1,-1
10000,18.99,259.36,0.5,70000,4.89,0,670,674,0,6,0,11816,14,0,0,0,1,0,0
5725,13.67,194.76,8,34108,17.49,0,660,664,1,14,0,3763,17,0,0,1,0,0,1
4400,18.2,159.52,0.5,35000,31.55,0,690,694,2,10,0,10620,33,0,1,0,0,0,1
20000,11.22,656.86,5,50000,26.91,0,665,669,0,9,0,4451,12,0,0,0,1,1,1
15800,16.99,563.24,8,94000,1.52,3,680,684,1,10,0,3962,17,0,1,0,0,1,1
11525,13.18,263.3,8,36000,35.93,0,695,699,1,17,1,3520,38,0,1,0,0,1,-1
5750,13.67,195.61,10.5,45000,13.52,1,660,664,2,12,1,6942,18,0,0,0,1,0,1
6000,16.55,212.58,0.5,54000,12.63,0,665,669,1,6,0,2048,10,0,0,0,1,1,0
10000,7.26,309.97,4,105000,29.63,0,735,739,0,9,0,212,26,0,0,1,0,1,-1
25000,6.89,770.68,0.5,90000,14.66,0,765,769,0,10,0,17171,19,0,1,0,0,1,-1
3000,11.22,98.53,1,32000,4.61,0,670,674,3,3,0,2779,7,0,0,0,1,1,1
